,CR Lhx5,Meis2 Adamts19,L5 PT VISp Chrna6,L5 PT ALM Slco2a1,L5 PT ALM Npsr1,L5 PT ALM Hpgd,L5 PT VISp Krt80,L5 PT VISp C1ql2 Cdh13,L5 PT VISp C1ql2 Ptgfr,L5 PT VISp Lgr5,L6 IT VISp Car3,L6 IT VISp Col23a1 Adamts2,L6 IT VISp Col18a1,L6 IT VISp Penk Col27a1,L6 IT VISp Penk Fst,L5 IT VISp Whrn Tox2,L5 IT VISp Hsd11b1 Endou,L5 IT VISp Col27a1,L5 IT VISp Batf3,L5 IT VISp Col6a1 Fezf2,L6 IT ALM Tgfb1,L6 IT ALM Oprk1,L5 IT ALM Gkn1 Pcdh19,L5 IT ALM Cpa6 Gpr88,L5 IT ALM Tmem163 Arhgap25,L5 IT ALM Tnc,L5 IT ALM Tmem163 Dmrtb1,L5 IT ALM Pld5,L5 IT ALM Lypd1 Gpr88,L5 IT ALM Cbln4 Fezf2,L4 IT VISp Rspo1,L2/3 IT VISp Rrad,L2/3 IT VISp Agmat,L2/3 IT VISp Adamts2,L2/3 IT ALM Sla,L2/3 IT ALM Ptrf,L5 IT ALM Npw,L2/3 IT ALM Macc1 Lrg1,L6 NP ALM Trh,L5 NP VISp Trhr Cpne7,L5 NP ALM Trhr Nefl,L5 NP VISp Trhr Met,L6 CT VISp Nxph2 Wls,L6 CT ALM Nxph2 Sla,L6 CT ALM Cpa6,L6 CT VISp Krt80 Sla,L6 CT VISp Gpr139,L6 CT VISp Ctxn3 Sla,L6 CT VISp Ctxn3 Brinp3,L6b VISp Col8a1 Rprm,L6b VISp Crh,L6b ALM Olfr111 Spon1,L6b VISp Mup5,L6b VISp Col8a1 Rxfp1,L6b Hsd17b2,L6b ALM Olfr111 Nxph1,L6b P2ry12,Vip Igfbp6 Pltp,Vip Igfbp6 Car10,Vip Igfbp4 Mab21l1,Vip Lect1 Oxtr,Vip Rspo1 Itga4,Vip Rspo4 Rxfp1 Chat,Vip Lmo1 Myl1,Vip Lmo1 Fam159b,Vip Pygm C1ql1,Vip Ptprt Pkp2,Vip Arhgap36 Hmcn1,Vip Gpc3 Slc18a3,Serpinf1 Aqp5 Vip,Vip Col15a1 Pde1a,Vip Crispld2 Kcne4,Vip Crispld2 Htr2c,Vip Chat Htr1f,Lamp5 Ntn1 Npy2r,Lamp5 Fam19a1 Pax6,Lamp5 Fam19a1 Tmem182,Lamp5 Lhx6,Lamp5 Lsp1,Lamp5 Plch2 Dock5,Lamp5 Krt73,Serpinf1 Clrn1,Sncg Slc17a8,Sncg Gpr50,Sncg Vip Itih5,Sncg Vip Nptx2,Sst Chodl,Pvalb Th Sst,Pvalb Calb1 Sst,Pvalb Reln Tac1,Pvalb Tpbg,Pvalb Reln Itm2a,Pvalb Gpr149 Islr,Pvalb Sema3e Kank4,Pvalb Akr1c18 Ntf3,Pvalb Gabrg1,Pvalb Vipr2,Sst Tac1 Tacr3,Sst Nts,Sst Chrna2 Glra3,Sst Myh8 Fibin,Sst Tac2 Tacstd2,Sst Rxfp1 Prdm8,Sst Rxfp1 Eya1,Sst Tac1 Htr1d,Sst Mme Fam114a1,Sst Tac2 Myh4,Sst Chrna2 Ptgdr,Sst Hpse Sema3c,Sst Hpse Cbln4,Sst Esm1,Sst Crhr2 Efemp1,Sst Crh 4930553C11Rik ,Sst Calb2 Pdlim5,Sst Calb2 Necab1,Sst Myh8 Etv1 ,Sst Nr2f2 Necab1,Oligo Serpinb1a,Oligo Rassf10,Oligo Synpr,Astro Aqp4,OPC Pdgfra Grm5,OPC Pdgfra Ccnb1,Microglia Siglech,PVM Mrc1,Endo Ctla2a,Endo Cytl1,VLMC Osr1 Cd74,Peri Kcnj8,SMC Acta2,VLMC Spp1 Hs3st6,VLMC Osr1 Mc5r,VLMC Spp1 Col15a1
CPNE7,0,1.16799883869451,7.54820540503998,0,0,0,0,5.71121955689433,5.69295308841117,6.7310818221479,4.8972404255748,6.06983348400345,6.38628680031278,0,6.14536719972504,5.70027718322266,6.05093696522523,0.978195629681652,3.21412480535285,4.55887985347544,3.69431003836401,0,5.01944482069753,3.95443466847565,4.76572075328691,4.03077740449084,4.64327610860642,0,0,0,0,4.47913250885285,0,2.02972523094455,0,0,0,0,4.60999129521268,6.41903318547102,0,0,0,0,0,0,0,0,0,0,6.68123606764417,0,1.4315331141363,3.14442750154113,0,0,6.44757919654888,7.38646609286931,8.05711066098189,7.39461385104545,7.36027647597497,7.93421786667698,8.04859585533707,7.75508786256111,8.08191339437069,7.74089324007039,8.19752460809924,7.62986657364294,8.10473660584397,8.22452115327521,7.03639343504986,0,6.89244207345465,8.29011102897418,7.92237627095138,8.1983798924893,7.93245099793295,5.3086816155871,7.73057203082246,7.24696860253127,8.13611642172622,7.3527055668799,0,1.92059912099225,5.76411166473745,6.44675248456655,0,0,0,0,0,0,0,0,0,0,0,0,6.00902824671133,0,0,0,0,0,0,0,0,0,0,0,6.20867331962947,0,1.8073549220576,0,0,2.08065766334523,0,0,0,0,0,0,0.297274274775177,0,0,0,0,0,0,0,0,0,0
S100A10,0,6.77468399614724,6.45647762935182,7.36474750602229,3.81249822533356,3.31360350339906,3.70487154023797,0,0,0,5.46793154602629,0,0,0,0,8.38925196756977,8.1264979900833,6.38887833881199,8.01597250797357,7.62109947293531,7.20808523337184,6.85404730775154,7.44205831347689,8.01619403508625,8.02262280058492,7.70614263772925,7.73582676467711,7.74543888048577,8.21907105511986,7.9953149130963,7.92715561133024,4.88992048485087,5.4715126480455,4.96039153436599,5.11811050560737,6.33332361372208,5.69907597938481,4.92742242873987,4.68369645430652,0,5.56177755549515,5.30428746676118,0,6.04776995027535,5.58436125251871,5.94016627213042,4.34269695998193,3.66715452246349,0,6.46907195208039,0,0.510881987145828,4.01564741703788,0.49048790633937,7.6755011593927,0,0,0,0,0,0,0,0,0,0,0,0,5.23916887866545,5.52101553494818,0,5.27686882997646,0,0,0,0,6.334188026035,4.79701297783614,0,0,0,3.80167371085437,0,7.57510070717965,7.08443482239092,7.15268935598323,5.45187047886432,8.74627917123548,0,0,0,0,0,0,0,0,0,0,0,6.45340917316843,0,0,1.11927115713958,0,0,0,0,6.38560359805024,7.05082816059145,4.19469714703984,4.14893410452634,6.25606712524133,4.27127993481187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29278174922785,9.48814419486089,0,0,8.00405188450708,8.66491306610347,7.31388069825135
NR2F2,7.1091403883096,0,0,0,0,0,0,0,0,0,7.03177011416067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0360636887437,8.06003038507312,7.0958794592644,7.31279221689375,6.92682698373945,4.76712507726907,5.48188013962029,4.36142271671447,5.86640735604889,5.10577942281004,3.5197934862411,2.2270879465929,4.24434024518358,7.39600531746942,7.13555539042546,7.09761070048798,4.52042224852645,7.83061027435791,7.86341664070238,8.20310325023664,0,4.65935375917005,6.57780170238459,6.58500608081738,5.39848719001897,5.59035872838055,8.20525562996699,6.11044488548987,8.24017119772579,0,0,0,0,0,0,0,0,0,0,0,0,3.36672055832656,7.04001567884788,7.19229281447077,0,0,0,0,0,6.57606857908809,6.36422222109353,0,0,6.34482849699744,0,0,0,0,6.50541460934675,6.3467796432283,0,0,0,0,0,0,0,0,0,0,6.2997470511995,7.35638966052013,7.95448606138642,4.56498780095989,7.96068103391983,8.4168651936899
PARM1,0,0,6.6207330183521,6.76420813013995,6.8903250848035,6.72246286774079,7.53153552262897,7.13903966768306,7.380936821041,7.18705709764159,0,3.86937581332624,3.35250927493592,0,2.51073986370523,2.84464958026795,0,0,0,0,0,0,0,0.540806161428945,2.94859600608861,0,3.89769516556132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17196814955318,0,0,0,0,0.575312330687437,0,0,0,0,0,0,0,0,0,9.02867964850448,8.74033981110424,5.51682712736325,0,5.78036239636736,2.83794324189103,0,0,7.5891995140032,0,6.9884574728114,1.15502461267569,0,3.19849415363908,0,2.14605588549379,6.59275601044103,8.4023299385598,8.3760350600366,8.73616512723568,0,7.40113551326553,8.19891030142692,7.54237648276506,0,0,4.38354565048076,0,6.08448952493625,3.47248777146274,0,0,6.44310916088578,6.06802569434208,7.71266455717533,4.67466793053966,5.00135189299996,0,0,6.03760186043555,0,5.35384400762741,5.73416766115076,6.51932173462943,0,0.855989697308481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879705766282288,6.16530901559716,0,0,0,0,0,0,0,0.752945464864979,0,7.58095961419633,0,0,0
ST6GALNAC5,0,0,0,7.83995958748953,0,0.952328749952879,5.24482204129518,3.72465027173297,2.84357934709245,0,0,5.77754949027747,3.75647292106963,6.39386233997893,5.22264748736511,5.67252933498262,0,7.48252564076792,7.11113567023471,7.34456222703313,7.30965703797801,7.20388556618486,7.13816702310413,6.93939117345676,6.95197759168998,6.93315950259152,6.92052647276859,6.70244916682069,6.8065797644476,7.1139504824225,0,0,0,0,3.87381319835909,4.45206455033503,5.31760838122085,0,0,0,0,0,4.8765094019293,5.8926787829735,4.09845324630927,6.36483012572259,6.93993176472761,5.97855392358223,4.79308343682579,5.30961277245412,0,0,0,0,6.1073237575672,0,0,0,0,0,0,0,0,0,0,0,0,5.35755200461808,4.265164539575,0.268026450120105,0,0,0,0,0,0,0,0,0,0,0,7.40531168259745,4.17457270667004,0,0,0,0,7.5184564558243,6.99925807121781,5.91647567556431,4.72000268393113,0,6.31404334502748,6.17592374206376,6.6910805978753,6.47945693479402,0,5.03869955130559,8.34140751271233,5.16430358309365,7.25691629667084,7.35167514685816,8.07841770164733,7.54426899048081,5.24716299961344,5.39677601078753,5.55428186262639,0,0,0,7.80535695232786,4.73255400807234,7.69578507476896,0,4.50859267220516,5.43529521564717,7.00101403849448,0,0,0,6.81288323490954,0,0,0,0,0,0,0,0,0,0,0,0
CPNE4,0,3.59447983540332,3.05137210172103,0.526068811667588,0.545968369105293,0.505890929729957,0,0,0,0,8.88502519629036,0,0,0,0,5.70583858718329,5.73822740036724,3.0686708106651,1.03562390973072,1.61823865559545,4.8850762294811,3.70033044065405,5.30943077489116,5.76242647158161,6.44741355107593,7.94787051566233,7.87249946465221,6.70872627725454,7.8430898315563,6.90291771903359,5.92219625944116,5.05527591076122,5.57349571549561,5.90736340414729,1.99276843076892,1.39638603875906,7.23265983518067,4.2637856138908,7.61397358738023,7.34198574722862,7.52489378694052,6.41616994090238,0.599309936609608,0.541010634672751,0,0,0,0,0,4.88166461932035,3.5647270346081,6.56162573681239,0,3.00386686002081,5.85191772949317,7.19692173382033,4.83187724119167,6.26341005875634,1.05911340689647,0,0.485426827170242,0,0,7.03375335188982,0.526068811667588,0,0.516015147003665,6.52591226074335,4.2021799490259,0,0,1.0071955014042,0,0,0,0,3.23419472295381,0,5.51064550409004,0,4.12387595579217,0.55581615506164,0,0,0,0,7.63647961878053,0,0,0,0,0,0,0,0,0,0.356143810225275,0,0.287656165343718,0.53605290024021,5.53075745746122,3.92660455456938,1.01435529297707,2.53106949272595,1.03546941067172,0.545968369105293,0.713695814843359,0.495695162624069,0,5.37538702682888,2.64154602908752,4.35576466083737,3.85399564717639,4.7832186550931,1.636795242104,0.687060688339892,1.48542682717024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN2,0,0,0,0,0,0,4.3694528078512,0,0,0.451519135056456,0,6.22602507781958,6.55343671498205,5.67157644813065,6.0687715499899,7.05174680364791,6.39900014826113,5.36562255611334,7.28438457507067,5.63517394667492,0,0,0,0,2.64354403845404,6.14465580738258,5.32189274799285,4.60635360559399,5.68073242113879,5.34020617991171,6.54897589237141,4.26340531601881,4.94626298433245,5.18779473130209,0,0,4.58159386920439,0.505890929729957,5.46041493916217,6.80889983925777,7.5747069491604,7.97956787363289,6.33391442581693,3.33403047973964,1.62293035092018,0,4.39163026151743,4.93521965927605,6.71746856937025,0.53605290024021,0.751674367583752,5.77725077915644,0,0,0,0.505890929729957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555682615463823,0,0,0,0,0,4.70351488715007,0,7.23724886996575,6.76447355099267,5.32350836793268,7.58277072284826,7.14251555027361,0,0,0,0,0,6.36737106564853,6.1613716063469,4.93380709840604,4.76950707326495,1.89141918684608,5.91586330480429,6.16631374788993,6.71568749020759,6.1717272440763,0,6.67101024127845,0.575019846387077,0,0,0,6.355967689241,1.03562390973072,6.34189675245634,5.69125497865014,0,0,0,4.02768487693716,0,4.92575178750747,4.5981269599196,6.26218463835936,6.66299897417187,0,5.3885339790918,8.18863829456139,9.92974662280384,8.98646782273617,0,0.268026450120105,0,8.19744074751365,0,2.71808758396052,1.09085343045111,0,0,0,0,0,0
SEMA5B,0,0,0,0,0,0,0,0,0,0,5.8569856897822,5.04264108378574,0,5.43629511983936,5.45285050449906,0,0,0,0,0,0,1.555807809561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73291582836967,0.815575428862573,7.10821079332637,0.910732661902913,0,0,0,0,3.95419631038688,2.6237017460964,0,0,0,5.71452029055351,5.17118525620463,6.72560483456828,6.35234597672039,5.49426622868725,3.47906173396481,4.75007048586569,0,0,0,5.9075769317201,6.88983855076605,7.06073620273909,6.72669500449962,6.50303064564116,5.24734460503235,0.925999418556223,6.85092712856502,3.00539998774259,6.0019144524023,0,0,3.5909612413426,2.65430421471079,1.98185265328974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53992216471303,7.14300005556111,0,0,0,0,0,0,0,0,0,0
ETV1,0,5.9569781108487,7.4749227003798,4.54966917072649,7.14526985665051,7.49048982688236,7.83806867927587,7.25823623733097,7.2907455464044,8.53473814242269,0,3.01132261385442,0,0,0,7.49134931301594,4.23419472295381,0,7.55658268982325,4.85399564717639,0,0,4.4124179696042,6.5940182861423,8.21408762996662,4.2946102134945,8.09354933340185,3.71807258919153,6.44172705402805,4.97039353791468,0,3.52003743818302,1.44360665147561,4.26436066567642,3.85897561429202,0.495695162624069,0.125480786766609,3.70376517879341,8.46360611005151,9.14185169044802,9.29060620014936,9.17572378658946,7.86768987683749,6.0853829294164,0,1.19379155977231,0.678071905112638,1.50588198616727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83356109461581,0,5.67749931965954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98182520203258,0,0,0,0,0,0,6.04548293602027,0,3.41873197269948,0,0,0,0,5.60407132366886,0,0,0,0,0,0,5.4082020948393,0,0,0,0,0,0,0,0,2.06653924544592,5.93457851804445,5.08151006812092,7.20212382383046,8.95338165580255,0,6.05658352836637,0,6.49174622211355,6.41467601290658,0,6.34207114689135,0,0,0.268026450120105,0,0,0,0,6.38941607455207
ADRA1B,0,0,0,2.95046841415012,3.86096279785812,1.30134720583796,0,0,1.75593640373702,0.565465434913224,0,4.71943833279309,4.46326364096017,4.68313498512609,3.19318907100443,0,0,0,0,0,4.87159118439802,3.65935274250739,5.76725168357002,4.88508490353824,5.26148958691251,5.57652163108876,5.56132610410256,3.09839793308353,4.95768201928818,4.43895814789755,0,0,0,0,0,3.23525867135007,4.80901468663575,3.7235585614721,0.963474123974886,0,0,0,0,5.03474287521921,3.799087306074,3.93358685013633,3.5033487351675,0,0,5.40122086216022,0,0,0,4.08113599023052,5.35348194497486,0,0,1.87970576628229,6.18922925913359,6.05451125937841,7.31623627001534,7.88807520936253,7.3533232911629,6.07745665240059,5.35047072646719,7.15844673266004,5.24542994991107,5.1168637576909,5.18886983731217,6.69994522289051,8.88974730736464,8.02336625632779,8.72531370214988,7.74503559892088,5.85549144310187,5.44009480271836,5.74604398299834,0,4.72082566608984,5.79856898027285,0,1.68257329734758,0,3.63778477954062,6.39772796071929,7.52911816416152,5.34340782229781,0,0,0.565597175854225,0,0,4.33485409219749,0,0,2.97636363573276,0,0,3.40769036693334,0,0,0,0,0,0,0,0,0,0,0,0,2.83543999113198,0,1.79206034152997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UST,0.613408382524934,0,6.68832025628797,5.56193705962243,4.70099449416827,0.443606651475615,5.54764259490576,0.604071323668861,4.94668717321914,5.62740645841828,0,0,0.531060855953899,0,0,3.24085774530162,0.985500430304885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75475925120386,0.485426827170242,3.64957836082583,0.584962500721156,0,0,0,0,0,0,0,0,1.77599175520919,3.51727569320958,0,4.86145916636151,0,0,0,0,0,0,0,0,0,0,0,1.24700295694337,0.955366330951456,4.19534759832222,6.45414770598986,7.38059093426592,7.70106382617399,6.46939738719868,6.46643505505917,7.00678245848546,0,2.55159773648732,6.23729285389917,6.53387477725855,4.96023367169445,5.87577753168128,7.07873790918186,6.61456262282411,6.36762302193572,6.7636771418966,4.84267488208811,5.62964804418744,6.35110887902847,0,0,4.74391680198505,4.92074695080489,6.44415916468942,5.98139603197215,1.64616265715789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28639633862921,0,0.516015147003665,0,0,0,0,4.97148813489211,5.47053686509258,0,0.53605290024021,0,4.73334414568169,0.902522380685201,0,0,0.55581615506164,8.33842441478356,4.99638874644762,0,1.61915650770005,5.1333112943805,0,0,0,0,5.82642669808291,0,0,0.650764559116902,6.41562238394729,0
SEMA3C,0,0,0,3.07895134139482,6.82883464946806,5.84498184695275,0,0,5.62306168648516,0,0,0,4.11747958970865,0,0,0,0,0.748461233004036,0,0,0,0,0,0,0,0,0,2.47368813983834,0,2.85399564717639,0,0,0,0,0,0,0.56150197702741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59097994836655,8.78367234247094,7.8621211815089,6.91073266190291,7.13056156106678,7.12443153547104,7.757690018734,8.85860092851595,6.49729212480044,7.67944487663213,6.50462039240355,7.54919392944554,8.13978398492533,8.77168753760253,0,5.99567535537641,5.62819033461521,7.74200621086674,7.88229326851431,6.82781902461732,8.00345311881604,7.537140729805,8.12194787279513,9.0221130715548,8.66466060630511,9.20072656947212,7.96030636463821,9.73652029648258,8.19554445921369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8784867589779,5.80658184262093,0,0,0,0,1.97085365434048,4.93959188650447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61765111942733,0,0,0,0,0,0,0
OPRM1,0,0,4.56985560833095,3.48026512205446,4.22110372536788,4.09549208881432,0.540601630208697,3.84899843040002,0.268026450120105,5.49809796960124,5.29241366782748,0,0,0,0,0.613408382524934,2.40053792958373,0,0,0,0,0.394968934490097,0.531060855953899,0,2.92198187533135,0,4.19298295434001,0,1.92789520813741,0,0,0,0,0,0,0,0,0,5.35860724911781,0,7.25798897700659,5.56299450647201,0,4.95744129464637,3.78972925137577,5.49008850076008,3.854993016757,4.35382951480714,3.12648406507206,6.39077084942262,7.5393818238898,6.32044239342401,6.95011273487553,7.40120422083977,7.09863157953107,6.26922020578009,7.56430194639937,5.49249415167943,0,0,0,0,0,4.34482849699744,5.86058457116825,0,5.77568951407654,7.24783259617385,5.8433557879645,0,0,0,0,0,0,0,0,6.29694405665962,6.455984709226,4.63052008236646,3.79290341566226,0,0.496819067715793,0,0,0,6.67299099382775,0,4.84283116501966,0,4.72710152109347,0,0,0,0,0,6.83402853457702,5.98868468677217,4.25891932196299,5.34731131636529,7.45211766382867,7.65941702242163,6.69710657447698,6.141187525005,5.81654620158436,4.76075320806299,6.93581330620453,7.01167453338092,6.49953985333524,0,7.39403389536778,3.83993707387331,0.545968369105293,5.10319731690331,5.81329983022236,7.05017516041092,7.35966172233388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGCD,0,0.494787510290454,0,5.51601514700366,1.51096191927738,2.91456325466746,0,0,6.1800048470453,4.98847048242458,5.81762325751143,6.51185250766716,5.3866382723752,2.8073549220576,5.98045275309218,0,0.545968369105293,0,0,0.545968369105293,7.45749707023212,7.03099811395433,6.94601410965279,5.81133777018275,6.12854523123051,6.98002290578216,6.52590980573798,5.92005409072798,6.96654304313938,5.96670731415032,0.53605290024021,0,0,0,2.91456452349394,1.3619539993225,5.93401529551603,1.17632277264046,8.08597694907364,7.85262313719614,0.438047256364955,0,0.216479703638053,6.01613472566412,3.64846544302731,0.541010634672751,0,0,0.55581615506164,4.12018602753186,5.93957400079533,6.32044508146074,5.71766094437736,5.74289956324078,7.06093508852414,7.50922077633196,7.2803068064537,0,0,0.480255855059512,0,0,0,0.516015147003665,0,0,0,0,0,0,0.575312330687437,0.933572638261024,0,0,0.55581615506164,4.3396624567366,5.56163163037584,3.05882674489741,4.73063995591679,0.659895662313266,5.23522018451328,0.400537929583729,6.61845854451876,7.52285450289584,4.94335760141284,4.53294028837287,0,0,4.05224093281719,0,0.580137415704296,0,2.2937875093015,0.422233000683048,0,2.40871186102943,5.24716800037477,5.81506301719287,0.564773399960796,0,0.632268215499513,0,0,0,6.67897438683044,4.14812063112396,0,0,0.742301097186101,0.545968369105293,2.3533232911629,0.594421991802682,0,6.69695513515963,6.99450653598205,5.37920505996061,5.23916887866545,0,0,0,0,9.19120936973186,7.79864362210113,0,0,0,0,2.95423233933203,0,0,0.6959938131099,0,0
EGLN3,0,0,0,3.79181407116183,2.94860084749336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06150197702741,0.500793046177013,5.01918242205061,4.64014412240136,0,3.6724253419715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85211601729911,1.25373242181987,0,0,0,4.00025580758546,7.47670570666818,4.74523733212975,3.0050766111073,0,5.99774402605963,8.31127953824976,7.47686768893309,0,0,0,6.03189470449083,5.75087443965685,4.60358429498872,7.48988346872696,7.92852920848948,8.4541758931858,0,0,0,0,0,0,0,0.687060688339892,0,0,0,0,0,0,0,6.81081248905368,0,6.09697863637054,0,3.6724253419715,7.11301282177437,0,0,0,5.49537538094463,3.63490464208643,5.86913111964429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPRK,0,0,0,4.57228336665041,7.37816477987163,6.14861904116796,0,0,0.526034023621937,6.46025276441974,6.56879217804153,7.46446205428239,7.70257570544432,6.80503443985454,7.64896649431704,4.51127906262215,7.58007009078113,8.0131830735375,0.55581615506164,7.14791719108402,6.41400023065939,7.37875705207005,5.636867966201,6.11246416611122,5.79309153109115,7.30824744264312,7.15748043074249,7.94760591824578,7.8542118837867,7.72703551172131,7.537606221346,8.72102411903301,7.34819700307791,8.10403106431293,8.15081350683465,7.75446492875841,7.52170614068622,7.23390722850783,0,0,0,0,2.23735754004192,0.702669457923775,2.59454854955035,0,0,0,0,0,0,0,0,0,0,0,0,7.25039317308951,5.49904816569422,7.13024938722138,0,0,0,0,0,7.13145185572215,0,5.66106547980695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94226599362281,0,0.604071323668861,0,6.81224149518948,0,0,0,0,3.94424925892196,0,5.7123741971828,9.00932477555286,0,0,4.53810784261667,0,3.94953493301701,0,6.43596189543763,6.27034205268023,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30030679608006,0.516015147003665,8.16756868006914,0,7.6175467947471,6.3512079894596,0,6.14011024637499,1.35049724708413,3.24488705912353,6.72908959057426,9.23008925604981,4.28395522793934,0,4.21851813405468,4.14163911488165
PDLIM1,0,0,0,6.26115467261557,0,0.545968369105293,7.02895529289938,7.25653894885181,6.63335740700821,1.1652792000154,5.05050169744673,6.13320614656567,5.81632834822697,5.72055209160511,6.14107329438774,0,0.765534746362977,5.41953889151378,0,5.78633498041697,5.64238316672152,4.77104852667733,4.97313558673184,2.38541452301625,3.82675109520688,0.531060855953899,4.23223979350301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42559357765306,6.41573800512332,6.95210055416844,7.00858515429206,7.25616026761182,4.83491342970104,7.70092152818425,0,7.49138209413117,6.11582301752324,4.84703997178867,0,5.99004721957379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9251962601738,0,8.11667669939443,0,0,0
TPBG,0.540328831672612,0,0,2.70929063572336,2.04614178164472,4.58129838299424,0,4.39711840904258,5.342264083745,4.2683124450209,0.978195629681652,0,0,0,0,0,0,0,0,0,0,2.56030868060897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94602898951548,5.90833256978243,0.540942483364614,5.74401595577952,0.58007286270229,0,4.16108148227718,5.20262562849403,0,6.20122045295682,4.53354989978777,4.23419472295381,7.00107003544591,4.70167327682577,6.70631545962488,5.70163897467365,3.74171281633631,6.77425995143276,7.3931759143488,0,0,0,0,0,6.60392301269048,3.27798474729977,4.75890987562035,0,6.87540737760172,6.7348450781895,7.57432983603798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25096157353322,0,0,0,3.71918177694088,0,0,0,0,0,0,5.77003613859792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74416109557041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWC2L,0,0,7.8067751513205,0,0,0,0,0,0,6.13224906852605,0,0,0,0,0,5.87946070172398,6.64947175718163,0,3.87578006306849,0,0,0,0,0,0,0,2.62635920456576,0,0,0,3.17776893189233,0,0,0,0,0,0,0,8.46939761687655,8.90553743461432,8.21756345584159,7.23290041185376,0,0,0,0,0,0,0,0,0,4.62555205609362,0,0,4.04716343446518,6.56894414465471,5.48252564076792,0.903038270112912,2.7371790814377,0,0,7.26264568453103,6.33628338786443,0,0,7.12391175598354,0,5.24069594421251,4.34396093094777,8.33463072465268,7.37556079316946,6.93475237096303,8.2323008057842,8.6282997139383,0,0,0,0,0,0,0,3.36457243229586,0,0,4.67644931706612,5.08958289312471,6.06565847093199,0,0,0,0,0,0,0,0,3.69265037003553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPX3,0,0,0,0,0,0,0,0,0,0,0,0,5.10019675604001,0,0,3.8537623954498,3.90400231628369,0,0,3.96901230751632,0,0,0,0,0,1.2387739079569,3.61528404969263,0,0,0,0,0,0,0,0,0,0,0,5.58285703484424,0,4.23226838268435,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70982548284439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36964096451698,6.76208300356767,5.56737820402365,0,0,0,4.64758438850723,0,4.77477837227529,6.05354581772798,0,0,9.62858636867883,8.78145807574241,9.07812411562758,4.72897563864099,7.57478272083875,0,0,0,5.70487196445635,6.57425291650018,0,0,8.20730722344539,2.69053783796314,4.04176864995163,0,0,9.2265807783522,5.84924870276441,0,0,0,0,0,8.78165462847642,0,9.13774794626391,0,0,0,0,0,0,0,0
