,CR Lhx5,Meis2 Adamts19,L5 PT VISp Chrna6,L5 PT ALM Slco2a1,L5 PT ALM Npsr1,L5 PT ALM Hpgd,L5 PT VISp Krt80,L5 PT VISp C1ql2 Cdh13,L5 PT VISp C1ql2 Ptgfr,L5 PT VISp Lgr5,L6 IT VISp Car3,L6 IT VISp Col23a1 Adamts2,L6 IT VISp Col18a1,L6 IT VISp Penk Col27a1,L6 IT VISp Penk Fst,L5 IT VISp Whrn Tox2,L5 IT VISp Hsd11b1 Endou,L5 IT VISp Col27a1,L5 IT VISp Batf3,L5 IT VISp Col6a1 Fezf2,L6 IT ALM Tgfb1,L6 IT ALM Oprk1,L5 IT ALM Gkn1 Pcdh19,L5 IT ALM Cpa6 Gpr88,L5 IT ALM Tmem163 Arhgap25,L5 IT ALM Tnc,L5 IT ALM Tmem163 Dmrtb1,L5 IT ALM Pld5,L5 IT ALM Lypd1 Gpr88,L5 IT ALM Cbln4 Fezf2,L4 IT VISp Rspo1,L2/3 IT VISp Rrad,L2/3 IT VISp Agmat,L2/3 IT VISp Adamts2,L2/3 IT ALM Sla,L2/3 IT ALM Ptrf,L5 IT ALM Npw,L2/3 IT ALM Macc1 Lrg1,L6 NP ALM Trh,L5 NP VISp Trhr Cpne7,L5 NP ALM Trhr Nefl,L5 NP VISp Trhr Met,L6 CT VISp Nxph2 Wls,L6 CT ALM Nxph2 Sla,L6 CT ALM Cpa6,L6 CT VISp Krt80 Sla,L6 CT VISp Gpr139,L6 CT VISp Ctxn3 Sla,L6 CT VISp Ctxn3 Brinp3,L6b VISp Col8a1 Rprm,L6b VISp Crh,L6b ALM Olfr111 Spon1,L6b VISp Mup5,L6b VISp Col8a1 Rxfp1,L6b Hsd17b2,L6b ALM Olfr111 Nxph1,L6b P2ry12,Vip Igfbp6 Pltp,Vip Igfbp6 Car10,Vip Igfbp4 Mab21l1,Vip Lect1 Oxtr,Vip Rspo1 Itga4,Vip Rspo4 Rxfp1 Chat,Vip Lmo1 Myl1,Vip Lmo1 Fam159b,Vip Pygm C1ql1,Vip Ptprt Pkp2,Vip Arhgap36 Hmcn1,Vip Gpc3 Slc18a3,Serpinf1 Aqp5 Vip,Vip Col15a1 Pde1a,Vip Crispld2 Kcne4,Vip Crispld2 Htr2c,Vip Chat Htr1f,Lamp5 Ntn1 Npy2r,Lamp5 Fam19a1 Pax6,Lamp5 Fam19a1 Tmem182,Lamp5 Lhx6,Lamp5 Lsp1,Lamp5 Plch2 Dock5,Lamp5 Krt73,Serpinf1 Clrn1,Sncg Slc17a8,Sncg Gpr50,Sncg Vip Itih5,Sncg Vip Nptx2,Sst Chodl,Pvalb Th Sst,Pvalb Calb1 Sst,Pvalb Reln Tac1,Pvalb Tpbg,Pvalb Reln Itm2a,Pvalb Gpr149 Islr,Pvalb Sema3e Kank4,Pvalb Akr1c18 Ntf3,Pvalb Gabrg1,Pvalb Vipr2,Sst Tac1 Tacr3,Sst Nts,Sst Chrna2 Glra3,Sst Myh8 Fibin,Sst Tac2 Tacstd2,Sst Rxfp1 Prdm8,Sst Rxfp1 Eya1,Sst Tac1 Htr1d,Sst Mme Fam114a1,Sst Tac2 Myh4,Sst Chrna2 Ptgdr,Sst Hpse Sema3c,Sst Hpse Cbln4,Sst Esm1,Sst Crhr2 Efemp1,Sst Crh 4930553C11Rik ,Sst Calb2 Pdlim5,Sst Calb2 Necab1,Sst Myh8 Etv1 ,Sst Nr2f2 Necab1,Oligo Serpinb1a,Oligo Rassf10,Oligo Synpr,Astro Aqp4,OPC Pdgfra Grm5,OPC Pdgfra Ccnb1,Microglia Siglech,PVM Mrc1,Endo Ctla2a,Endo Cytl1,VLMC Osr1 Cd74,Peri Kcnj8,SMC Acta2,VLMC Spp1 Hs3st6,VLMC Osr1 Mc5r,VLMC Spp1 Col15a1
GRIN3A,0,0,7.48333211126848,0,6.80606622608903,3.63837394354874,0,0,0,0,3.42088657497553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83288566253223,2.1982167656255,0.421871352474264,3.57527120724799,1.55581615506164,0,0,0,0,4.02236781302845,0,0.645801779015282,0.250961573533219,0,6.04351949366274,4.86949256825314,6.14744084843884,0,0,0,0,0,0,0,0,5.83691908642584,0,0,0,0,0,0,9.25689271532348,8.71472603797184,7.01080904655108,0.887525270741587,4.07015926967849,0,1.23266075679027,0,4.30990677028898,4.73356432416569,5.56985560833095,4.66660384449763,0,0,0,0,0,6.88971689161508,0,4.92552476974757,0,0,6.69214560640549,0,0,0,0,0,0,7.70777324346704,2.02502879449152,0,0,0,0,0.545934527650925,0,1.63260591623569,0,0,6.69766263347052,5.75289176164658,8.82129566123649,7.82553125118962,8.7995817990936,7.91324846871513,8.02025771636832,7.47243546221081,7.75441988632874,9.35376436091499,9.49032944727463,9.11728147236513,8.82467239997851,8.43270891764254,8.65626393402014,7.96168120160628,8.94320104819619,8.57099582153376,7.97091115857713,7.30058135979597,0,0,0,0,8.84022776654305,5.99299651396052,0,0,0,0,0,0,0,0,0,0
NKAIN3,0,0,0,6.18824265626441,7.20760006725862,6.83409164716325,0,1.75274859140713,2.6249975797459,4.32691695528794,0.575312330687437,0,0,0,0,4.82514030614166,4.19849415363908,0,0,0,0.469801360178022,0,4.20786729324069,2.51978855153034,5.27650069888976,4.78449629032424,5.16750906577932,0.464668267003444,4.63650147401994,0.66902676550963,0,0,0,0.53605290024021,3.37851162325373,0,3.80332844946076,0.333423733725192,4.5465858290081,5.22573765346606,4.58455550083793,4.66472462127926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53906289194937,3.06647449183464,1.66902676550963,6.85728085830652,6.63995564505617,0,2.04169179385504,6.26608456133309,0.678043726924761,3.07210580048042,4.70542238970581,6.13958966650532,6.14200491598488,3.82781902461732,5.73286609649031,6.10517519226548,3.50716034911752,6.62389978323277,6.25361115194717,7.09296135298276,5.04483123344781,0.516015147003665,5.79753125663344,2.98550043030489,0,5.74059456669723,4.82181735954382,6.57999469319869,7.9413411054853,0,0,0,3.76659360401158,0,0,0,0,0,1.07724299893246,7.7309116243181,0,0,0,0,0,0,7.3394029389581,0,0,0.584962500721156,7.99599033777483,6.79142339686936,0,0,0,8.0299496203752,8.02646810324061,0,6.86616616903904,0,0,0,0,1.43464947561053,6.27329182935673,0,0,0,0.565597175854225,0,0,0,0,0,0
CDH6,0,0,0.505890929729957,6.89699834233891,6.20163386116965,5.28448551104172,7.01622428903172,6.70956635383999,5.82987154328533,5.7026580752939,0.55581615506164,4.9627761814923,3.67066822975717,4.68313498512609,4.6748971462122,6.8626542616871,7.0068590127634,0,6.6318318506101,0,2.8082788326634,3.52531179283129,3.22880207045755,4.36080783156137,5.04242412035404,6.19110573784319,5.91695419991391,4.71942897863152,6.59326442321383,5.06824086131282,7.37068183410434,2.84999370892048,6.38076407498511,4.38574605529375,5.39917109381982,5.86835942483646,5.10787156992472,5.98481717429359,0.53605290024021,6.66547804762624,4.64352371622951,6.04034302027253,3.73761825357984,3.25016282144661,5.07510472220949,5.6226891206575,1.71369581484336,2.77364933323372,0,6.88691589584725,5.25316132882793,6.28558598256564,6.03639081870867,6.61852903916455,4.76102139918904,3.54596836910529,5.54039930563062,0,0,0,0,0,5.81326814176608,3.63459326844576,6.1810872603557,4.75005365102852,0,6.43762724831895,5.09809547912342,7.64194552968418,5.78816365703777,0,1.2869417260292,8.09407768567191,0,0,0,0,0,0,0,0,4.84051675145027,1.86046207010309,7.09599435720284,0,0.505890929729957,0,0,0,0,0,0,0,0,0,6.96716860753263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47248777146274,0,0,1.46648412075138,4.41623046920921,0,0,0,0,0,0,0.886491776069052,0,0,0
IGFBP5,0,0,4.84046323386954,1.25096157353322,0,1.04920977888277,0,0.411426245726465,0,0,2.85996954822103,0.713266569058337,0.565465434913224,0,0,3.51907869819963,4.77294133783134,1.70043971814109,0,0,2.69698263783012,3.87820477188518,2.09759504513292,0,1.95959852271999,3.67637749727853,2.72137224485221,3.37988751311601,4.84346173448542,4.04439411935845,1.93912725040439,1.97996851915078,0.650764559116902,3.0035977507021,3.76659516172927,3.3807623193712,3.47562661882044,1.85199883711245,0,0,0,0,0,1.17959189498726,0,1.03560674480263,4.04788732939655,0,0,4.70929063572336,6.56097948920348,6.6843970016664,4.93661438441325,5.64147701743683,6.47672946112934,7.98036810528749,7.26697389152185,5.11519974938544,1.8617902018876,5.98164490077556,8.11966742691487,7.65537219481475,3.95698592461258,1.76128527336162,0,4.66883213399726,4.89407056961386,2.70487196445635,2.77909095130058,0,1.02147972741045,6.96254902292306,7.11946949644931,2.53605290024021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94485844580754,6.2112069285929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933572638261024,0,0,0,0,0,0,1.43690659917954,0,0,0,0,3.33138758596889,0,0,0,0,0
KCNIP2,0.35684790742168,0,0.948600847493356,0,0,0,0,0,0,0.287656165343718,4.94345253855882,3.272996536288,1.97796790152494,4.86987140617771,1.14403160016266,0.535744052792091,5.06479664591181,5.01167453338092,0,3.41953889151378,4.32409033624088,6.06808748850728,1.18234224096411,0.464668267003444,1.550766211876,5.89032323441363,4.79904225916425,6.75795663520477,5.41953747389345,5.4666271200415,5.61720862611648,5.77044239736985,6.15643706844869,6.4878391383018,6.83718638515903,6.72924241059183,6.57969305557424,6.27388882366849,0.356143810225275,0,0,0,0,0,5.04788732939655,3.22264815993992,3.12267271882414,3.41002883439768,1.63450160735618,0,0,0,0,0,0,0,0,0.678071905112638,3.36807985705827,6.00985943478373,1.13093086982645,0,1.91838623444635,0,0,3.11685201560644,6.44805409296267,5.92029330021101,6.30203332141831,0,0,0,0,0,0,0,0,1.36719765438008,0,0,0,0,0.719811568778558,0,0,0,0,5.8444860877578,6.49581580146645,7.740252159313,6.71596194945962,8.35552729269285,7.62118302707224,7.87976702071562,7.6877812195491,4.41413553298445,7.58270652678079,3.3533232911629,1.35454604302328,0,1.39506279951758,6.06328529252355,7.1811025507538,6.08065766334523,2.15287219918972,5.09169983413681,0.604071323668861,0,0,0,1.47508488294878,0.741320900154288,3.98185265328974,0.599309936609608,0.221803325737807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT5A,0,0,0,0,0,0,0,0,2.26878160405232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69300783268507,0,0,0,2.38404980679516,6.88971689161508,7.13832248068687,0,4.79348949268566,0,0,1.1209810911076,6.80335621179794,6.00629802390037,6.82571647506037,0,0,0,0,0,0,0,5.64420408391327,6.18090370917938,6.58360130966057,3.95762748598231,6.30452180307562,4.01792190799726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80289290179774,0,0,7.34438468641748,7.44674923999593,0
AIFM3,0,0,4.56803210477128,5.60584986719498,4.76818432477693,4.51406699535042,4.29415400029383,3.9136075118231,3.91837108883676,4.9869479647307,2.76765479823735,4.69041320027884,1.23369191537887,4.81403764753998,3.72394743776033,5.29388163370897,4.26528685756517,5.0071955014042,6.06522762277562,5.15055967657538,4.4476613091139,4.54747693004852,4.52317922672637,5.50873299220291,4.53759194746771,3.41818931671331,3.52544128196703,5.16119957403834,4.39054278771147,4.5963388642052,5.40667271575583,0.550690571177512,4.76765479823735,3.90007882957372,3.85099939471647,4.36457226231103,4.38816584738784,4.64212391615349,1.89141918684608,1.70043971814109,0.459345767212199,0,1.060010047808,5.13254020596396,3.63691458035588,3.98400619633931,3.55213110825378,3.53354398240057,3.57591419075698,1.15704371014558,0,0,0,0,0.575182352305997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19692173382033,0,3.0408924306469,0,0,0,0,0,0,0,1.34175840397094,1.11103131238874,0,0,2.26603689399532,0,0,0,0,0,0,0,0,0,0,0.948600847493356,0,0,0,4.65821148275179,0,0,0,0,0,0,0,0,0,8.54121280087561,0,0
NFIA,8.93064608349854,0,0,7.37729730642785,4.26077843189343,5.47232126153849,6.35323408701861,2.96716860753263,0.944853579219894,0.945729036490397,1.24488705912353,6.40155817004679,3.54007938647971,5.94040169796984,6.01637337592307,0,0,0,0,0,2.38194478032317,3.62579233100097,1.23832045433476,0.691195291436735,1.6266315996299,1.36736022866549,1.51343543236237,1.2357238081887,0.691471934784495,0.411426245726465,0,0,0,0.53605290024021,3.00539998774259,2.05134586053922,1.55641677751136,2.59693514238723,0.807354922057604,0,3.67750548838601,2.27052816775814,2.3272750543235,5.979675525792,7.08937102807684,6.92819097570908,7.60028462289809,7.62091441006402,7.69446222728917,6.72723977748481,7.9409189497364,6.20269751480751,7.48231514017838,6.96718624126421,5.79081626265893,6.45549162062847,5.79467578798686,0,0,0,0.432959407276106,0,0,3.4276061727819,2.88654190308321,0,1.90881162875572,0,0,2.89776659864572,0,0,0,0.678071905112638,1.17632277264046,0,0,3.17302014597835,6.32948243102564,4.62527037094673,2.50803418431383,4.15137177625395,0.232334133501722,0,0.808884322902199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41498114290309,5.11519974938544,6.31596466980603,9.67410397321369,8.44416068696632,8.94814905626491,7.97081377217321,4.61445358653914,5.27835652801072,7.31424334674856,7.96389187170226,4.08107631114558,6.56007596763315,9.13996056954546,8.42584485429088,7.37208935324318
ATP2B4,0,7.89696173284676,0,0.895302621333307,6.6180917939838,7.46717802575907,4.39184094708613,5.1122831085982,5.69974241652727,2.06608276273904,6.3389591754152,7.65431367416843,6.83989183564989,7.25767069634337,7.34250252863529,5.2982087562495,3.01077983875324,2.39506279951758,4.56010351346474,1.33342373372519,5.703478759792,6.19257445483167,5.28780375189626,3.72517261750938,5.5994324483484,5.41328719282943,4.98436132847577,0.695966326398123,2.94753253063072,0.956056652412403,1.3840074487147,7.32885016678169,7.16138386011199,7.78378359694266,6.67609812091222,5.9025204454053,6.28838183533785,6.49841044886098,5.38474058729238,0,0,0,5.56803886771233,5.14233028312199,6.67638025546692,7.24091737097571,6.47362458305826,7.04591778397126,6.6113193364355,7.49793165189628,7.49500117727229,7.4055719500212,7.63712334567719,7.78059421710283,5.78019388511465,6.81928498059698,6.56833618213375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89530262133331,0,3.51853513898218,0,0,0,0,0,0,0,0,0,0.887525270741587,0,0,0,0,0,0,0,0,0,0,0,0,0.903038270112912,1.84398384404833,0,0,0,0,0,0.485426827170242,3.51475349843975,5.32611412294269,2.68929916053589,0.956056652412403,0,0,5.53133775470088,2.00440029666985,0,0,0,0,0,0,0,2.76693738862927,0,0,0,7.98891186495402,0.641279209213779,0,6.82154147864587,0,0,0.739744635489275
GUCY1A3,0,0,0,5.42961596420174,6.65835431677408,6.68692064125793,5.0723175236859,5.56559717585422,5.67694212672157,5.64822973614794,5.3819754785573,6.08648811423894,5.97418489348165,6.18784690943957,5.70197846219583,0,0,4.36806987653208,1.66448284036468,1.55090066464752,5.52260270358282,5.94986387304058,5.76353849196684,5.28980260096872,4.96870898056477,4.73605712759207,3.69317699884871,5.12412117838531,3.60024825327512,4.14974711950468,2.64266411630204,5.96958775587236,7.19633163426576,7.56394971775822,7.15177765473205,7.21467908567914,6.49912807981048,6.91025296279928,4.70929063572336,1.31614574229336,5.99559434905745,4.1498650210684,1.62487435754178,0.131517202916897,0,0,0,0,0,0,0,0,0,0,0.859043791980258,0,0,4.9136075118231,0,0,0,0,0,6.92029330021101,6.94590741736139,0,0,2.19219416528334,4.63294838027996,0,0,2.81352468929781,0,0.526068811667588,0,0,0,4.18306470242163,0,0,0,2.99276843076892,0,2.61844144843583,0,0,7.44989147301094,0.613531652917927,5.02766040371239,6.39617100258586,6.21324990129001,6.09929520433777,6.59410043031665,5.54225804976692,5.29401693946272,5.3743439890385,5.61618123133188,1.37851162325373,0,0,0,0,0,0,4.93969674069176,2.63691458035588,0,0,0,0,0,0,0,0,1.13629529862734,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1797612166298,8.5279842312289,0,0,0
ADRA1A,0,1.3440789868479,0,5.77162151792327,5.71616782979715,5.66987704916264,4.03738115181884,4.4944156103975,2.76023626883658,4.03605156004217,0,3.93781324914405,4.57327122812716,3.47248777146274,5.2774241991641,0,0,3.98185265328974,0,0.641546029087524,0,3.5637820779052,0,0,0,0,0,0,0,0.910732661902913,0,0,0,0,0,0.216479703638053,0,0.454175893185802,3.55336050333533,0.722466024471091,0,0,0,3.32354642471343,0.37851162325373,0,0,0,0,0,0,0,0,0,0,0,0,7.51072461439307,6.82767665788244,6.93150087156181,4.02236781302845,3.75395637305603,3.55336050333533,0,0,6.83009595454567,0.545968369105293,7.75795664136291,6.01758667040439,6.30514759699293,4.73226919950145,2.83592407425437,4.04783564670033,5.64414469993285,7.61419450385579,7.52835329430548,7.65913965122127,7.44295638544848,7.45524501311682,8.07250780126409,2.02455397870617,3.94673086014031,2.86610203253609,3.02804570977227,5.87699042876847,5.57319272378161,7.21441626871103,5.87479696589866,5.67327038479678,6.30687935682854,6.03538986830535,6.44757919654888,6.31912968381902,5.97498811199193,5.88832795868415,4.15137177625395,4.1168637576909,6.11478344724985,5.06656750908883,0.948600847493356,0,0,5.22766407255439,4.32768736417605,5.02324553009702,2.46988597627446,0,0,0,0,0,0.599247076819542,4.60050764534579,3.53480812422736,4.37534679455536,5.19219416528334,5.4995270242151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6801224332311,5.79477056899705
KIF2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96691359364827,0,0,0,0,0,0,0,0,0,0
TCRB,0,0,2.66448284036468,1.21412480535285,0.622930350920177,0.495658878450099,0,0,0,0,0.622930350920177,0,3.44109713848007,0.659924558402378,0.580137415704296,4.67869022722994,2.93357263826102,6.09254574154357,6.18090370917938,5.96855160336395,6.4936941884871,5.31701888809876,6.92040530894399,6.84793177544091,6.06436359123313,6.50414239155356,5.16885253598383,5.88031669158311,6.56305231159155,7.04843238023264,0.545968369105293,0,0,0,0,0.490560994897155,5.38220588103056,2.47248777146274,0,0,0.584930440118896,2.29713094645988,7.54073010149668,7.54727148609006,7.6813789842266,7.09769823884863,6.93840342367024,7.33158683208102,7.83667162016348,5.95884267524324,0,2.88504582815266,0,0,0,0.956056652412403,0,0,0,0.194783405881363,0,0,0,1.28688114778816,1.13748861972158,0,0.91455944817463,0.641546029087524,0.782384181486587,1.46688073016663,1.4594316186373,0,0,0.594548549550354,0,0,0,0,0,0,0,2.04614178164472,0,0,0.55581615506164,0,0,0,0,0,0,0,0,0,0,0,0,0.505890929729957,0,0.475084882948783,0,0,0,0,3.05987209578028,3.08746284125034,0,0,0,0,0,3.11093467478582,1.84799690655495,2.47897122480988,2.80856841446392,0,0.622930350920177,0,0,0,0,0,0.252945464864979,0,0,0,0,0.574792276579068,0,0,0,0,0
KCNMB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38188898345605,6.56100902340696,8.09624701317036,7.16631374788993,7.72232830573598,7.90508609876177,7.09666245233723,4.19727421958358,8.5186119508995,7.31138143818849,8.25696345820926,7.00380576734878,5.02356550142364,6.07382023329167,7.66739543936347,7.43718124761965,7.51412226017071,1.60407132366886,4.59509111192977,3.56437816856506,7.16387416044248,7.6212460287096,7.01381280901375,0,0,0,3.91334351510316,0,0.516015147003665,6.28743535550644,8.24179252503962,7.37024000247088,7.93675560789413,7.69776623432527,7.55382125653269,7.80625730017013,7.54966917072649,8.27599383180785,7.61470984411521,7.95686979831631,7.21363890219885,8.07385327139971,7.33064802790278,7.868822554775,7.26542583620395,7.91767043436176,7.59641341245691,6.54580959134563,6.57818396809009,7.37521323955639,6.78711898281334,5.49440141194561,5.60436789989375,8.1994269676709,7.1158197253119,8.04215182861815,4.94883425542871,6.51875703885553,7.07873790918186,7.19947604644285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST8,0,0,5.50048340147312,5.54966917072649,5.47864829453918,5.6728085167208,6.56819013588913,6.89772447021644,6.36472303373532,6.12628464449763,0.454175893185802,4.7718847087023,4.97083487682827,3.67129337248158,5.65698472219083,5.36817855533531,2.96347412397489,4.114367024952,5.39300425689832,0,0,0,2.46858272836722,0,4.16992477880415,0,3.99185167144428,0,0,0,0,0.565564242874538,2.03210084316702,0.205713122863233,3.26153081524341,3.29627635771225,0,2.30451104180995,0,0,0,0,1.33158121032126,1.52674684344201,0,0,0,0,0,0,0,0,0,0,2.02765857327162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75261480413566,5.10726939359254,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC26A4,0,0,6.41023933077602,0,5.1906148602095,0,4.10433665981474,2.74631276642546,5.18802817334382,5.77673132482774,0,6.46237007220052,6.70625422711032,6.1725275187,6.93810425917437,0,0,0,0,0,5.02611976769025,4.1864220851297,4.17645913519116,0,3.56252589135184,4.8414699994658,4.72000351475603,0,0.510953038366811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292481250360578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPRO,0,9.17559001401481,0,4.18428029441938,5.6284819943839,5.18324668009372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86282423168434,4.97200020975412,5.3802442162322,0,4.25962744533735,0,0,0,0,0,4.56559717585422,3.66365281228112,0,1.74846123300404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59063080214182,0,0,1.06350294230616,6.65682157356174,5.17729517114877,6.56453060081634,6.42255894085644,6.78489653520832,6.53278448135929,5.79216004771617,6.42760301860544,6.85492821282557,5.94415566344036,5.91447552179952,5.90802230314437,7.08926508388432,5.71397069243605,6.80415587615906,6.61028665708102,6.33556900555675,6.7314770907511,7.3264294871223,6.01630266722695,6.20613525340459,6.36273287166449,5.7547528677479,5.13668357769724,4.10821676167214,5.23614487642667,6.15275498765585,7.30085587126876,4.87282875953489,4.72191944555154,1.90474838200044,1.34764059757243,1.90100352536601,0.713695814843359,0.53601859038644,3.27500704749987,5.16480086190289,0,3.92124588858559,0,0,0,4.01792190799726,0.743073997206948,5.11103131238874,0,0,0,0,0,0,0,0.516015147003665,0,0,2.63856092344897,0.676266278336448,1.90303827011291,2.79285535236249,0,6.93757979967966,2.75702324650746,0,0,7.87664666642744,6.46792366581486,6.39361394638626,0,0,0,0,0,0,0,0
S100A6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90785207184596,0,0,0,0,0,0,2.71556575198934,5.00668981314999,0,0,0,3.3304871196454,0,6.20475911357163,3.36097612306346,4.82832692641482,4.26715533250486,0,5.64472154721798,0,5.19534759832222,7.580591589823,5.67834350401224,6.72478667744771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34624777408278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52825874275841,0,0,6.1976433516459,5.96461333449847,0,0,0,0,6.50682045533469,0,5.97011920676087,0,8.43230389489889,8.59548225088961
LYPD1,0,0,7.86567141764843,6.95070169008901,2.91838623444635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68845742804097,5.95803026287655,0,2.61470936341699,0,0,6.18139788230399,4.28095631383106,6.02502836923019,5.38922261635589,5.09738889036719,0,2.20163386116965,8.96641893086815,9.51250345031062,7.54118818925235,6.98438342844799,0,0,4.01435529297707,0,0,0,0,0,5.25012517147182,0,0,0,2.64127920921378,5.8974824681961,8.38292658257124,0,0,0,4.46923479366766,6.91831810628257,6.44575980445338,0,0,3.76590125502687,2.3323495004359,0,0,0,0,5.09000652990382,6.25018752194984,4.81301154860562,0,0,0,0,0,0,0,0,0,1.19423254864158,0,0,5.87011808396593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94698443473355,0,0,0,0,0,0,0,0,0,0
PVRL3,0,0,0.584962500721156,0.516015147003665,0,0.411263109519416,0,0,0,0,1.73552217729654,0.618231001919052,2.21768428275316,0.55581615506164,3.7316518304152,0,3.78135971352466,0,0,0,3.14322805548922,4.05340132499555,4.15211747149609,3.41413489819409,4.78320400349178,5.03957703637742,5.31197338318657,5.52245215026969,5.48155019837437,4.9546616208379,6.22881684384386,7.88199883711959,7.38059093426592,7.92999626484793,7.05950670418946,6.91300897751912,6.07532462601364,6.93934413283448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632268215499513,0.918204466139869,0,0.454175893185802,0,0.516015147003665,5.17951105027151,5.84995337945499,3.30535003106738,2.14074527320092,0,0.515979870698772,5.32412197984153,7.85168658573342,6.04679660957376,6.77472099960702,5.69181329717138,3.99457972421575,5.87858073018444,5.92576211367192,0,4.33628338786443,1.02146222258692,6.08150652900956,6.18090370917938,4.71724572849984,6.66400328625592,6.74489958792742,7.4032677223393,0,0,0.69615871138938,0,3.46138555054423,0,0,0,0,0,5.95559179175399,6.03143930931934,0.570454753270831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79597469420667,0,1.04264433740849,0.232334133501722,6.15334324702514,0,0,0,0,0.627538841002725,0,0,0,0,0
