L1,L2-3,L4,L5,L6,genes
0.00019637,0.00018778,0.00022164,0.00028442,0.00025423,Pdlim4
0.00010962,0.00017068,0.00012667,0.00018505,0.00013949,Pdlim5
4.8307e-05,5.1682e-05,0.00010045,3.9171e-05,6.5374e-05,Fdx1
5.1872e-05,3.1287e-05,7.6096e-05,4.9479e-05,4.8962e-05,Zfp428
0.00011466,0.00019317,0.00019889,0.00020853,0.0001605,Usp5
1.1448e-06,1.3466e-06,1.1453e-06,6.3643e-07,9.9726e-07,Rpl36a-ps2
7.2766e-05,6.9255e-05,5.6244e-05,0.0001246,8.6892e-05,Sdhaf2
8.5842e-05,8.7941e-05,5.0084e-05,3.7345e-05,0.00010652,Maea
4.4076e-05,3.9595e-05,3.6965e-05,4.3896e-05,4.3955e-05,Sap18
4.5789e-05,8.4773e-05,8.9144e-05,8.5453e-05,5.8044e-05,Rfc1
0.00021074,0.00025784,0.00018882,0.0002635,0.00017762,Map2
0.00023708,0.00029271,0.00029667,0.00026428,0.00037187,Maob
9.7634e-05,0.00016203,0.00016028,0.00017567,0.00013632,Psmd12
6.6372e-05,8.8388e-05,9.5731e-05,6.4787e-05,5.833e-05,Soga3
5.8853e-05,9.4274e-05,6.5821e-05,8.4026e-05,8.7713e-05,Ctdsp2
4.7574e-05,6.2266e-05,4.1928e-05,5.9294e-05,6.2215e-05,Cnpy2
8.4438e-05,9.3363e-05,0.00012536,9.0853e-05,7.9629e-05,Pdzd11
7.5458e-05,6.9528e-05,0.00011317,0.00012886,6.3832e-05,Rfng
7.9255e-05,0.00011542,8.5906e-05,5.3534e-05,5.9485e-05,Abhd11
0.00041064,0.0005272,0.00028701,0.00045848,0.00037823,Smpd2
0.0007853,0.00099522,0.00099344,0.00087813,0.00093556,Fez1
0.00021951,0.0001486,0.00017011,0.0002187,0.00026304,2310022B05Rik
6.5443e-05,0.00010166,8.0446e-05,0.0001127,6.293e-05,Pomt2
0.00051967,0.00043668,0.00057629,0.00055566,0.0006049,Rgcc
3.3687e-05,3.458e-05,4.3534e-05,4.0551e-05,3.5699e-05,Eno1b
8.2931e-05,8.4133e-05,0.00010736,0.00010491,0.00012709,Nxt2
9.0013e-05,8.0878e-05,0.00013523,0.00016506,0.00012118,Dnajc5
5.3523e-05,4.4992e-05,0.00010396,8.6353e-05,5.8251e-05,Dnajc8
2.4035e-05,5.6425e-05,3.1464e-05,1.9511e-05,2.6924e-05,Dbndd2
0.00018373,0.00020785,0.00020448,0.000189,0.00021186,Gpaa1
0.0001134,0.00011432,2.598e-05,0.00016628,8.7127e-05,Tcirg1
0.00013562,0.00017564,0.00016769,0.00013267,0.00010537,Dok7
0.00012678,0.00015088,0.0001809,0.00013715,0.00012195,Dolk
4.6304e-05,6.4765e-05,5.5271e-05,5.1981e-05,4.9533e-05,Rpp25l
0.00025289,0.00036483,0.00033477,0.00034433,0.0002521,St6galnac5
8.7238e-05,8.021e-05,5.3154e-05,0.00012283,9.1166e-05,Glrx2
8.7104e-05,0.00010235,0.00022121,0.00021468,0.00010604,Ints10
1.3212e-05,1.4563e-05,2.4104e-05,1.7045e-05,1.4456e-05,Ppt2
0.00019954,0.00025437,0.00029419,0.0001821,0.00017155,Sar1b
3.0293e-05,2.365e-05,1.9665e-06,2.6052e-05,4.6953e-05,Zbtb7a
0.00098804,0.001035,0.00081287,0.0010613,0.0011167,AI464131
5.5255e-05,3.106e-05,6.162e-05,5.5051e-05,5.6119e-05,Klc1
7.002e-05,2.7897e-05,4.118e-05,0.00011229,7.4393e-05,Gnl3l
0.00021319,0.00026334,0.00039444,0.00019768,0.0002053,Rasa2
6.7326e-05,6.985e-05,7.302e-05,6.7749e-05,8.1128e-05,Klhdc3
8.1691e-05,0.00011854,7.7305e-05,0.00016123,9.0938e-05,Dpp7
8.4954e-05,7.9387e-05,5.3439e-05,0.00011363,4.3644e-05,Gpbp1
8.0162e-05,0.00013631,0.00010067,0.00016493,0.00011318,Taok1
0.0001519,0.0001983,0.00019334,0.00012218,0.00016819,Fbln1
8.7336e-05,0.00012654,0.00012133,7.235e-05,0.0001371,Jmjd1c
0.00017651,0.00021303,0.00028224,0.00027981,0.00017782,Osbpl1a
6.8141e-05,5.8873e-05,0.00010151,0.00010152,8.1973e-05,Fezf2
0.00014009,0.00014277,0.00016463,0.00016395,0.00018676,Acp2
0.0018564,0.0018807,0.0016797,0.0016528,0.0016341,mt-Rnr1
0.011978,0.012196,0.011209,0.010363,0.010589,mt-Rnr2
0.00011706,0.00012233,8.2786e-05,3.0302e-05,6.5789e-05,Slc23a2
6.4753e-05,0.0001205,0.00011215,5.4993e-05,7.7598e-05,Shisa9
7.6694e-05,0.00011184,8.7507e-05,6.4819e-05,8.8025e-05,Acy1
2.0077e-07,2.8396e-07,5.323e-07,3.3077e-07,3.4712e-07,Gm7808
8.2601e-05,5.6941e-05,4.1678e-05,9.0377e-05,0.00012002,Rit1
1.9956e-05,2.9535e-05,1.4297e-05,2.5104e-05,2.1346e-05,Fam120aos
7.7663e-05,9.8905e-05,7.8006e-05,9.5475e-05,7.3899e-05,1810022K09Rik
0.0001012,0.00015051,0.00017623,0.00013147,0.00010753,Prr5
3.6862e-05,5.2334e-05,3.9765e-05,3.9628e-05,2.5785e-05,Mea1
0.0010838,0.001028,0.0012826,0.001243,0.0011925,Glud1
0.00019518,0.00024371,0.00037693,0.00022202,0.00018888,Tank
4.2981e-05,7.7532e-05,3.4815e-05,5.6677e-05,4.711e-05,Stox2
5.5597e-05,3.5212e-05,7.1758e-05,3.6499e-05,9.4587e-05,Nlgn1
0.00024804,0.00024963,0.00028192,0.00015215,0.00020972,Hdac3
0.0001124,0.00012461,0.0001557,0.00020645,9.849e-05,Drg1
0.00015213,0.00020912,0.00021871,0.00016952,0.00016966,Birc6
1.7342e-07,1.6585e-07,1.9537e-07,1.8751e-07,2.5003e-07,Gm2467
7.7793e-05,8.754e-05,0.00012704,8.4337e-05,8.3962e-05,Aurkaip1
6.3104e-05,8.0715e-05,6.4298e-05,0.00011627,5.6721e-05,Zfp931
0.00016096,0.000192,0.000167,0.00020691,0.00016933,Hagh
7.3976e-05,6.6257e-05,7.5531e-05,6.0531e-05,8.3742e-05,Hspe1
2.8217e-05,3.6316e-05,3.1518e-05,2.7513e-05,4.1263e-05,Dip2b
8.4327e-05,9.0013e-05,0.00010428,9.524e-05,7.4796e-05,Vamp4
0.00010998,0.00013278,0.00018393,8.5865e-05,8.774e-05,Ephx1
0.0002678,0.00021272,0.00022204,0.00022198,0.00036755,Ephx2
4.5022e-05,4.9426e-05,3.7925e-05,4.4152e-05,7.5708e-05,Rap1gap
0.0012286,0.0010589,0.00093202,0.0012273,0.0012517,Sfxn5
7.8156e-05,9.9599e-05,9.1233e-05,9.079e-05,0.00012062,Hars
0.00014471,0.00018348,0.00021235,0.00010277,0.0001556,Slc25a1
0.0012073,0.0013217,0.0014372,0.0014861,0.001254,Slc25a4
0.00079667,0.00079022,0.00085158,0.0010043,0.00090113,Slc25a5
3.707e-05,1.8737e-05,5.1874e-05,3.6936e-05,3.9364e-05,Hax1
9.4009e-05,0.00017091,0.00011062,0.00014119,8.2679e-05,Porcn
0.00019729,0.00023795,0.00025518,0.00017141,0.00017773,Cyp4f13
2.1159e-06,2.0199e-06,2.9949e-06,2.0835e-06,2.3521e-06,Gm2546
0.00010111,0.00015262,0.00011062,0.00015846,0.00014726,Adpgk
3.8593e-06,1.8197e-06,4.1308e-06,2.6934e-06,2.1964e-06,Aarsd1
4.9104e-05,4.5161e-05,8.3304e-05,5.0465e-05,5.952e-05,Fkbp3
0.00013151,0.00017431,0.00021065,0.00018388,0.00015319,Fkbp8
3.5292e-05,3.5604e-05,3.8699e-05,3.3733e-05,4.367e-05,Ptms
0.00013994,0.00017582,0.00023602,0.00014259,0.00016899,Golt1b
4.3543e-05,3.4769e-05,2.6492e-05,1.8133e-05,7.8401e-05,Gdf10
4.6276e-05,9.7995e-05,7.73e-05,4.061e-05,6.5098e-05,Ptpa
0.00013787,0.00018915,0.00012534,8.4662e-05,0.00016624,Creb3
0.00057246,0.00082619,0.0007708,0.00076412,0.00061998,Mgll
7.0544e-05,8.7129e-05,0.0001247,0.00011858,7.8133e-05,Nt5c3b
1.3017e-06,1.229e-06,1.7142e-06,9.747e-07,1.3049e-06,Gm9234
6.5023e-07,6.386e-07,1.1249e-06,8.6679e-07,7.055e-07,Gm2606
0.00023085,0.00025139,0.00030102,0.00036977,0.0002465,Scamp2
3.6978e-05,5.707e-05,5.7441e-05,5.9552e-05,6.2411e-05,Cfdp1
0.00013113,0.0001514,0.0001359,0.00015027,0.0001023,Thoc2
7.1642e-05,6.3882e-05,5.7157e-05,0.00010429,5.2529e-05,Plekha1
6.0479e-05,4.73e-05,3.8031e-05,0.00013375,8.2405e-05,4932438A13Rik
0.0001922,0.000156,0.00024589,0.00021845,0.00021325,Stt3a
6.0786e-05,0.00011053,7.0513e-05,4.8091e-05,9.4999e-05,Dus3l
0.0022101,0.0020918,0.0023036,0.0023657,0.0025266,Gstm1
2.7829e-05,3.8276e-05,4.5589e-05,4.9014e-05,3.6714e-05,Plekhj1
6.0456e-05,9.9119e-05,3.2024e-05,7.9926e-05,5.9416e-05,Sdccag3
0.00015167,0.0001827,0.00019853,0.00022843,0.00020349,Plekho2
7.115e-05,6.3948e-05,7.8217e-05,7.4829e-05,6.9146e-05,Morf4l1
6.9782e-05,9.6216e-05,6.3351e-05,8.98e-05,6.8983e-05,Adrm1
4.819e-05,1.8403e-05,5.3538e-05,2.4407e-05,6.797e-05,2410089E03Rik
8.6097e-05,0.00013682,0.0001758,0.00012613,0.00012955,Dnajb11
6.767e-05,4.5104e-05,4.3498e-05,0.00011562,6.6104e-05,Hdgf
5.0756e-05,8.0034e-05,6.7901e-05,4.9171e-05,4.9047e-05,Ebna1bp2
9.7041e-05,8.2028e-05,0.00012107,8.4532e-05,9.6279e-05,Rnf7
0.0048302,0.0045385,0.0042774,0.0038651,0.0041912,mt-Nd1
0.00055523,0.00051603,0.00039112,0.00043408,0.00042804,mt-Nd2
0.0015559,0.0014997,0.001285,0.0014164,0.0013333,mt-Nd4
0.0017229,0.0017022,0.0016482,0.0014089,0.0014631,mt-Nd5
2.5515e-05,2.8808e-05,2.3619e-05,2.1608e-05,3.7245e-05,Lsm12
1.3924e-06,1.6988e-06,1.7716e-06,1.6905e-06,1.7424e-06,Gm16470
0.0001607,0.00023951,0.00029846,0.00017315,0.00020078,Gorasp2
2.0686e-05,2.8531e-05,2.4664e-05,3.4349e-05,2.0149e-05,Ermard
8.4122e-07,7.4867e-07,1.1692e-06,6.7712e-07,1.0803e-06,Gm9493
6.6668e-05,9.4833e-05,0.00010419,4.3314e-05,5.8385e-05,Trappc1
9.5416e-05,6.6196e-05,0.00013836,9.9416e-05,9.1296e-05,Trappc4
5.4122e-05,6.2048e-05,6.7669e-05,4.1983e-05,5.8336e-05,Btaf1
0.00036233,0.00047275,0.00045332,0.00036773,0.00034623,4833439L19Rik
8.2813e-05,0.00015122,9.1777e-05,0.00013425,7.4597e-05,Sft2d2
0.00040563,0.00043835,0.00034944,0.00042641,0.00058197,Hes5
0.0001421,0.00020669,0.00016573,0.00016093,0.00015939,Oaz2
0.00014222,0.00014337,0.00012202,0.00022038,0.0001292,Hey1
8.3262e-05,9.6705e-05,9.3907e-05,0.00011176,8.8582e-05,Uqcrb
9.3057e-05,0.0001116,0.00010495,0.00010889,8.4728e-05,Uqcrq
0.0007927,0.0010695,0.00087282,0.00089961,0.00072571,Mertk
9.2667e-05,0.00014236,9.3143e-05,5.865e-05,9.8327e-05,Top2b
2.8202e-05,6.24e-05,6.8808e-05,5.4081e-05,3.8551e-05,Pabpc1
2.4529e-05,2.9936e-05,5.3205e-05,2.0615e-05,3.5099e-05,Cap1
0.00046233,0.00058995,0.00051874,0.00047671,0.00039339,Thrsp
0.00010097,8.2298e-05,0.00018648,0.00013154,0.00010712,Cask
0.00010909,0.00021784,0.00018293,0.00014506,9.2418e-05,Ppp2r5c
0.0001311,0.0001811,0.00016692,0.00020188,0.00015411,Rpl3
0.00050407,0.0006821,0.00070259,0.00052874,0.00053888,Rpn2
0.00013921,0.0001647,9.0956e-05,0.00013926,0.00013629,Rps9
8.091e-05,9.7557e-05,0.00017134,7.4193e-05,9.7958e-05,Mif4gd
4.2005e-05,5.4792e-05,3.9487e-05,6.1112e-05,6.3361e-05,Myl12a
9.6119e-05,0.0001084,0.00015427,7.9959e-05,0.0001362,Stx12
9.6836e-05,0.0001033,0.00022014,9.0115e-05,0.00011777,Stx5a
0.0035021,0.0032139,0.0029392,0.003014,0.0035748,Cd81
0.00045708,0.00065712,0.00087756,0.00078165,0.00047367,Akt2
2.0202e-06,1.7138e-06,2.2299e-06,2.4896e-06,2.5118e-06,Glud-ps
1.6709e-05,2.3613e-05,1.8119e-05,2.614e-05,1.8776e-05,Gm9752
6.0673e-05,4.6556e-05,0.00013627,5.888e-05,7.2519e-05,Sec23a
6.3266e-05,6.9538e-05,7.7409e-05,8.0278e-05,7.1973e-05,Sec24c
6.5788e-05,8.4514e-05,9.3108e-05,8.7817e-05,8.7739e-05,Atg9a
7.2026e-07,8.7488e-07,1.3831e-06,8.239e-07,7.2027e-07,Rpl10-ps3
0.00019678,0.00021314,0.00019868,0.00013272,0.00017291,Tia1
8.2498e-05,0.00010031,6.0647e-05,0.00015506,8.8369e-05,Arntl
0.00012016,0.00015317,0.0001444,7.8153e-05,9.6376e-05,Tor1a
0.0011032,0.0010249,0.001007,0.001092,0.0013429,Ednrb
0.00010958,0.00012552,0.00014521,0.00010002,0.00011809,Cdc42se1
1.3878e-05,1.5162e-05,1.3316e-05,1.0522e-05,1.7135e-05,Gm9843
0.0002334,0.00034898,0.00028863,0.00028555,0.00025194,Tmem176a
0.00014533,0.0001709,0.00010163,0.00012099,0.00018808,Nucb1
4.9957e-05,7.2107e-05,6.2607e-05,8.161e-05,7.2488e-05,Arhgef1
7.6719e-05,0.00010007,9.0559e-05,8.0107e-05,7.0498e-05,Cdh4
7.3568e-05,7.9662e-05,0.00011027,3.8693e-05,7.3273e-05,Akr1e1
0.00028303,0.00033028,0.0004511,0.00037566,0.00036131,Vapa
0.013266,0.01245,0.010896,0.01293,0.012088,Malat1
2.8939e-05,3.0789e-05,4.6446e-05,4.432e-05,3.4255e-05,Hint2
8.1283e-05,9.7401e-05,9.7767e-05,7.6954e-05,0.00011984,Arpc5
0.00021334,0.00022732,0.00025301,0.00027752,0.00024945,Acat1
3.5395e-05,3.4128e-05,4.0709e-05,3.1389e-05,3.898e-05,Acat3
0.00085408,0.00094385,0.0012143,0.00092492,0.0010497,Sqstm1
0.0001087,9.1088e-05,7.6098e-05,0.00011042,0.00013456,Rsu1
0.00017774,0.00017825,0.0001746,0.00018629,0.00023575,Jak1
0.00014403,0.0001338,0.00022211,0.00019109,0.0001979,Mob4
0.00011467,0.00012763,0.00012739,0.00010815,9.5614e-05,Vbp1
0.00024841,0.00030724,0.00041734,0.00025027,0.00029035,Efhd2
1.2306e-05,1.0293e-05,1.6278e-05,1.0254e-05,1.2471e-05,Gm21399
5.2226e-07,6.1991e-07,4.2437e-07,9.3323e-07,5.1027e-07,Gm4540
3.8479e-05,3.7522e-05,4.594e-05,4.7329e-05,5.4323e-05,Psip1
6.7286e-05,8.2401e-05,7.1777e-05,0.00010996,8.039e-05,2410002F23Rik
8.7182e-05,0.00016619,0.00030186,0.00018787,7.3608e-05,Efemp1
0.00056722,0.00056005,0.00068346,0.00058811,0.00062352,Tuba1a
7.787e-07,8.6117e-07,9.9351e-07,9.5893e-07,1.0125e-06,Tuba1c
1.1386e-05,1.1859e-05,1.8294e-05,1.2864e-05,1.631e-05,1190005I06Rik
0.000164,0.00025599,0.00018626,0.00014802,0.00021724,Slc46a1
0.00016962,0.00023991,0.00019093,0.00019289,0.00015477,Bcar3
6.1589e-05,3.0843e-05,6.2688e-05,0.0001073,7.2444e-05,Mpp6
0.00017776,0.00017553,0.00023664,0.00020206,0.0002414,Fabp7
0.00016021,8.4129e-05,3.7625e-05,0.00022374,0.00013714,Actr3b
0.00012055,0.00012679,8.3732e-05,0.00016362,0.00014708,Tubb2b
0.0002933,0.00034806,0.00026843,0.0003662,0.00029559,Tubb4b
0.00010934,0.00010803,0.00016663,0.00014743,0.00014387,Rab11b
0.00010752,0.00013896,0.00022555,0.00012288,0.00014166,Mical1
0.00032764,0.00048255,0.00039534,0.000481,0.00033952,Apln
2.132e-05,2.3012e-05,2.9146e-05,2.5101e-05,2.2136e-05,Gm4735
3.3365e-07,3.2264e-07,6.2528e-07,4.5343e-07,5.8883e-07,Gm11793
4.9304e-05,5.0388e-05,8.7787e-05,5.0753e-05,3.3161e-05,Dagla
0.031269,0.029136,0.030075,0.026133,0.031246,Apoe
0.00036351,0.00043163,0.00052968,0.00036293,0.00042378,Tmx2
0.0001676,0.00015517,0.00013016,0.0001656,9.3539e-05,Tmx3
7.5418e-05,4.0643e-05,6.2268e-05,0.00012226,5.0741e-05,Chd6
3.6116e-05,6.4074e-05,2.2897e-05,3.7631e-05,5.9653e-05,Chd7
